iv_malla_modi_id;ndvi_i_primavera_pendiente;evi_i_verano_pendiente;evi_i_otono_tendencia;evi_i_verano_tau;evi_i_primavera_tendencia;ndvi_i_otono_tau;ndvi_i_verano_tau;ndvi_i_verano_pendiente;ndvi_i_invierno_tendencia;ndvi_i_verano_tendencia;evi_i_verano_tendencia;evi_i_primavera_tau;evi_i_otono_pendiente;ndvi_i_primavera_tau;evi_i_invierno_tendencia;ndvi_i_otono_tendencia;evi_i_invierno_tau;evi_i_otono_tau;ndvi_i_primavera_tendencia;ndvi_i_invierno_pendiente;evi_i_invierno_pendiente;evi_i_primavera_pendiente;ndvi_i_otono_pendiente;ndvi_i_invierno_tau
178064;-204.125;348.667;0;0.429;0;0.165;0.297;318.75;0;0;0;-0.187;30.4;-0.121;0;0;0.077;0.033;0;-21.5;29.364;-203.2;131;-0.033
169235;110.5;148.714;0;0.253;0;-0.143;0.363;379;0;0;0;-0.088;-14;0.055;0;0;0.176;-0.033;0;-178.8;106;-69.5;-103.727;-0.055
169236;177.364;178.231;0;0.319;0;-0.099;0.538;277.714;0;0;0;-0.011;58.667;0.187;0;0;0.209;0.121;0;-126.556;91.667;-1.667;-86.2;-0.011
169237;79.5;239.923;0;0.516;0;0.165;0.516;340;0;0;0;-0.121;63.714;0.099;0;0;0.033;0.165;0;-10.167;13.833;-53.6;122.6;-0.011
181458;7.6;41.833;0;0.231;0;0.385;-0.011;-16.286;0;0;0;0.077;82.5;0.033;0;0;0.231;0.165;0;31.75;56;28;256.833;0.165
181457;60.143;76.75;0;0.385;0;0.341;0.363;134.75;0;0;0;0.099;25.769;0.077;0;0;0.187;0.121;0;21.333;59.75;85.667;197;0.121
181459;-3;48.25;0;0.209;0;0.341;0.231;98.667;0;0;0;-0.033;91.333;-0.033;0;0;0.297;0.231;0;16.455;81.3;-11.857;257;0.099
171278;-70.444;264;0;0.516;0;-0.077;0.538;432.909;0;0;0;0.077;77.833;-0.055;0;0;-0.033;0.11;0;-129.75;-21.778;28.75;-187.5;-0.143
171276;-142.778;247.5;0;0.451;0;0.165;0.473;433.143;0;0;0;-0.275;72.5;-0.143;0;0;-0.121;0.099;0;-25.615;-69;-130;186.667;-0.033
171277;-81;194.455;0;0.429;0;-0.055;0.473;329.75;0;0;0;0.033;-5.429;-0.121;0;0;-0.165;-0.033;0;-146.875;-132;45.714;-67;-0.121
171265;-97;160.5;0;0.516;0;-0.099;0.385;241.167;0;0;0;-0.033;-33.417;-0.011;0;0;-0.011;-0.033;0;-102.462;-10.667;-24;-65.429;-0.099
168558;261.714;74;0;0.209;0;-0.033;0.275;190.667;0;0;0;0.099;2.143;0.187;0;0;0.231;0.011;0;-145.667;164;54.75;-11;-0.077
168555;171.2;223;0;0.209;0;0.055;0.319;383.9;0;0;0;-0.011;162;0.143;0;0;0.253;0.253;0;-185.444;143.429;-4.714;74.4;-0.055
168556;192.4;184;0;0.297;0;-0.077;0.341;340;0;0;0;-0.011;-12.25;0.121;0;0;0.253;-0.055;0;-39.5;148.364;-14;-41.75;-0.033
168557;265.429;290.167;0;0.495;0;-0.033;0.407;386;0;0;0;0.077;29.667;0.231;0;0;0.187;0.077;0;-194.5;123;57;-22;-0.099
182816;3.667;80;0;0.253;0;0.231;0.209;146;0;0;0;0.055;62.4;0.011;0;0;0.209;0.187;0;33.167;82.5;12;165.25;0.275
182815;-54.556;78.143;0;0.176;0;0.319;0.143;77.417;0;0;0;0.143;84.083;-0.077;0;0;0.011;0.143;0;33.444;2.3;67.417;230.125;0.231
182817;7.778;87;0;0.165;0;0.253;0.187;113.583;0;0;0;-0.011;60.444;0.011;0;0;0.341;0.209;0;48.857;102.5;-20.833;166.111;0.297
176023;70.667;118.833;0;0.297;0;0.033;0.341;142.833;0;0;0;0.077;23.636;0.055;0;0;0.099;0.055;0;24.429;73;21.286;32.143;0.033
176022;49.714;28.75;0;0.033;0;0.011;0.011;27;0;0;0;0.077;63.273;0.055;0;0;0.253;0.209;0;99.333;132;17.667;17.778;0.077
171946;-110.7;369.455;0;0.363;0;-0.033;0.363;494;0;0;0;-0.077;29.5;-0.077;0;0;-0.143;0.011;0;-10.333;-184.333;-63.333;-109.286;-0.011
171945;-141.667;242.4;0;0.473;0;0.055;0.56;335.429;0;0;0;-0.209;49.75;-0.077;0;0;0.011;0.099;0;-62;3;-218.833;76.444;-0.033
171947;217.143;379.25;0;0.538;0;-0.033;0.648;367.5;0;0;0;-0.011;13;0.055;0;0;-0.275;0.011;0;-282.091;-112.875;-7.4;-121.625;-0.187
172631;-155.7;162;0;0.275;0;0.143;0.341;291.286;0;0;0;-0.385;44.714;-0.143;0;0;-0.231;0.055;0;-91.5;-359.125;-274.6;149.143;-0.077
172630;-211;167.333;0;0.275;0;0.275;0.341;255.571;0;0;0;-0.363;80.5;-0.143;0;0;-0.143;0.055;0;-148.778;-117.8;-177.545;470.667;-0.055
184173;30.167;66;0;0.253;0;0.363;0.231;98.667;0;0;0;0.121;56.25;0.165;0;0;0.187;0.154;0;28.5;83.455;56;181.167;0.209
184174;66.667;36.857;0;0.121;0;0.451;0.099;25.857;0;0;0;0.187;88.917;0.231;0;0;0.253;0.253;0;32.5;94.714;68.667;234;0.297
173316;105;254.3;0;0.385;0;0.033;0.407;432.25;0;0;0;0.011;98.4;0.055;0;0;0.165;0.209;0;-225.167;134.333;39.714;58.429;-0.165
176702;-10.667;6.5;0;0.011;0;-0.033;-0.099;-46.143;0;0;0;0.077;-48;-0.033;0;0;0.099;-0.033;0;23.6;44.4;12.111;-50.857;0.055
176703;-40.375;62;0;0.143;0;-0.033;0.099;47;0;0;0;0.011;-16.333;-0.033;0;0;0.187;-0.033;0;42.2;52.75;11.167;-1.9;0.121
176704;-77.5;142.875;0;0.341;0;0.011;0.363;219.286;0;0;0;-0.099;-193.833;-0.099;0;0;0.187;-0.165;0;18.5;99.5;-88;10;0.055
176705;-140.111;191;0;0.341;0;-0.033;0.363;274;0;0;0;-0.253;-186.5;-0.121;0;0;0.165;-0.231;0;9.2;153;-170.667;-44.3;0.011
176706;-101.875;239.143;0;0.516;0;-0.011;0.451;343.2;0;0;0;-0.055;-133.111;-0.033;0;0;0.033;-0.165;0;-7;19.667;-58.4;-7.727;-0.011
173302;40.875;270.625;0;0.495;0;0.187;0.626;360.667;0;0;0;-0.253;153.091;0.011;0;0;0.055;0.165;0;12.5;116.7;-89.6;231.714;0.011
171275;-36.375;204;0;0.407;0;0.121;0.297;335;0;0;0;-0.143;-20.667;-0.055;0;0;-0.055;-0.099;0;40.538;-43.5;-61.857;92.25;0.011
170585;-155.429;168.875;0;0.451;0;-0.033;0.319;181.273;0;0;0;-0.231;64.375;-0.143;0;0;-0.055;0.033;0;-155;-57.833;-113.571;-123.4;-0.165
170586;-176.5;127.333;0;0.297;0;-0.187;0.363;244.75;0;0;0;-0.341;-66.4;-0.231;0;0;-0.077;-0.055;0;-169.538;-135.545;-234.75;-302;-0.143
175350;44.4;365.455;0;0.473;0;-0.099;0.604;445.571;0;0;0;-0.077;33.143;0.033;0;0;-0.165;0.033;0;-50.5;-107.333;-43.667;-243.889;-0.033
167880;233.583;16.375;0;0.055;0;-0.033;0.077;23.8;0;0;0;-0.011;-64.333;0.187;0;0;0.033;-0.077;0;-204.333;39.333;-12.6;-16.1;-0.099
167881;-30.571;29;0;0.077;0;-0.055;0.165;111.25;0;0;0;-0.099;-89.8;-0.033;0;0;-0.121;-0.099;0;-499.6;-115.5;-63.857;-184.9;-0.143
169238;-146.182;190;0;0.407;0;-0.033;0.319;239.857;0;0;0;-0.341;0.222;-0.231;0;0;-0.033;0.022;0;-314.5;-26.909;-179.2;-46;-0.121
169241;-216.125;133.75;0;0.363;0;0.121;0.341;302;0;0;0;-0.253;128.833;-0.231;0;0;-0.033;0.319;0;-90.444;-48;-85;93.4;-0.099
172635;84.333;257;0;0.407;0;-0.011;0.56;433.75;0;0;0;0.033;123.222;0.033;0;0;-0.077;0.121;0;-435.333;-65;2.333;-37.571;-0.143
172634;5.167;201;0;0.385;0;0.143;0.495;421;0;0;0;-0.286;23;0.033;0;0;-0.033;0.077;0;-252;-53;-89.571;101;-0.121
172633;52.667;196.75;0;0.451;0;0.099;0.473;354.125;0;0;0;-0.187;133.5;0.033;0;0;-0.055;0.121;0;-151.125;-60.857;-93.625;93.857;-0.077
172636;14;275.571;0;0.473;0;0.055;0.582;485.091;0;0;0;0.099;-9;0.011;0;0;-0.055;-0.033;0;-290.333;-53.375;40.1;98.333;-0.121
180101;33.727;125.167;0;0.451;0;0.143;0.407;133.75;0;0;0;0.121;87.333;0.077;0;0;0.099;0.121;0;-14.091;37.25;125.143;168.286;-0.077
180100;-24.143;38.25;0;0.187;0;0.143;0.033;4;0;0;0;-0.011;47.125;-0.033;0;0;0.209;0.121;0;38.667;122.714;-1.2;94.462;0.209
180099;108.143;63;0;0.253;0;0.187;0.209;61.6;0;0;0;0.165;78.636;0.209;0;0;0.341;0.297;0;61.25;104;117.222;160.5;0.209
180098;37.727;32.714;0;0.121;0;0.165;0.011;1.75;0;0;0;0.165;39.5;0.077;0;0;0.363;0.099;0;67.857;138.5;52.5;140;0.242
171948;234.571;295.5;0;0.516;0;0.099;0.473;534.5;0;0;0;0.099;121.111;0.077;0;0;-0.077;0.143;0;-240;-60.25;204.333;181.875;-0.099
171949;87.545;250.875;0;0.429;0;0.121;0.495;421.7;0;0;0;-0.011;264.5;0.077;0;0;-0.055;0.275;0;-86.625;-72.833;-46.583;297.556;-0.099
169229;-122;264.545;0;0.451;0;-0.011;0.341;285.571;0;0;0;-0.187;163.222;-0.143;0;0;-0.165;0.319;0;-32.167;-296;-108;-41.111;-0.011
169228;-190;250;0;0.516;0;0.011;0.495;217.5;0;0;0;-0.363;40;-0.187;0;0;-0.077;0.121;0;38;-91.538;-201.6;4;0.033
169227;-305.889;225.5;0;0.538;0;0.033;0.516;280;0;0;0;-0.451;28.8;-0.275;0;0;0.121;0.077;0;71.923;168.8;-243.75;26.667;0.055
174664;-60.333;89.455;0;0.231;0;0.011;0.297;152.556;0;0;0;-0.055;14.667;-0.033;0;0;0.319;0.011;0;71.444;108.5;-38;19.1;0.165
174665;-30.75;243.6;0;0.604;0;0.011;0.582;348.636;0;0;0;0.011;-57.818;-0.011;0;0;0.253;-0.077;0;-0.125;127.5;1.5;0.909;-0.011
175352;4;164.143;0;0.385;0;0.121;0.473;183.25;0;0;0;-0.077;191.875;0.011;0;0;0.077;0.297;0;-135.75;104;-31.833;147.714;-0.165
175349;-131.167;358;0;0.473;0;-0.055;0.495;522.636;0;0;0;0.077;31.5;-0.033;0;0;-0.121;0.077;0;-26;-64.875;10.667;-101;-0.011
175351;-48;235.308;0;0.451;0;-0.011;0.582;370.9;0;0;0;-0.121;82.875;-0.011;0;0;0.033;0.099;0;-93.7;9.333;-81.75;-7.667;-0.143
182819;7.7;59.25;0;0.297;0;0.275;0.319;106.5;0;0;0;0.011;0.167;0.033;0;0;0.187;0.011;0;40.75;71.909;7.5;156.5;0.297
182818;15.833;57.222;0;0.099;0;0.385;0.033;70.727;0;0;0;-0.055;87.5;0.055;0;0;0.275;0.209;0;41.444;72.417;-23.1;202.333;0.319
168559;114;131;0;0.275;0;-0.033;0.275;199;0;0;0;-0.187;-86.25;0.033;0;0;-0.011;-0.143;0;-184.4;-27.5;-129.25;-10.875;-0.033
168560;4;69.143;0;0.121;0;-0.099;0.253;145.333;0;0;0;-0.143;-84;0.011;0;0;-0.187;-0.121;0;-525.75;-245;-91.8;-136;-0.231
171268;-491.6;326.5;0;0.341;0;0.011;0.341;231.2;0;0;0;-0.297;-71.143;-0.209;0;0;0.187;-0.055;0;203.545;235;-294;15.667;0.099
171269;-192.4;307.4;0;0.341;0;0.055;0.495;519.444;0;0;0;-0.319;111;-0.121;0;0;-0.099;0.121;0;257.9;-251.182;-214.125;227;0.077
171266;-482;-33.615;0;-0.055;0;-0.407;-0.209;-245;0;0;0;-0.363;-414.5;-0.187;0;0;-0.473;-0.341;0;-159.429;-574.875;-403;-550.375;-0.143
171267;-86.667;132.833;0;0.165;0;-0.275;0.033;29.8;0;0;0;-0.099;-149.5;-0.055;0;0;-0.231;-0.143;0;-164;-803.833;-143.4;-446.222;-0.055
171270;-111.25;273.286;0;0.538;0;0.121;0.56;526;0;0;0;-0.297;-56;-0.143;0;0;-0.099;-0.099;0;-33;-230;-276.875;140.333;-0.011
180782;20;55.6;0;0.407;0;0.297;0.297;101.143;0;0;0;-0.011;82.25;0.011;0;0;0.187;0.275;0;33.75;80.1;-22.6;237.889;0.187
180783;73;65.818;0;0.319;0;0.143;0.187;67.545;0;0;0;0.143;-17.625;0.165;0;0;0.275;-0.055;0;3.5;128;70.143;65.286;0.033
180781;95;84.909;0;0.231;0;0.121;0.231;127.857;0;0;0;0.077;85.25;0.143;0;0;0.143;0.231;0;32.857;51;77.083;99.571;0.143
182137;69.8;6.5;0;0.033;0;0.341;-0.033;-5.143;0;0;0;0.055;53;0.121;0;0;0.187;0.121;0;2;51.7;13;170.8;0.033
182138;25.538;8.889;0;0.033;0;0.209;-0.077;-35;0;0;0;0.011;32.3;0.077;0;0;0.187;0.099;0;6.8;69.5;4.286;105.889;0.121
166520;55.75;201;0;0.385;0;-0.143;0.429;366;0;0;0;-0.055;-60.833;0.121;0;0;0.011;-0.055;0;-104.1;9.625;-36.333;-236.4;-0.033
170599;-5.833;218.429;0;0.407;0;-0.099;0.473;395.846;0;0;0;0.099;-5.2;-0.011;0;0;-0.209;-0.033;0;-179.5;-155.667;54.167;-229.4;-0.121
170598;-153.5;272.857;0;0.473;0;0.011;0.473;385.143;0;0;0;-0.143;14.6;-0.187;0;0;-0.121;0.011;0;-180;-82.75;-68.444;3.714;-0.077
170597;-236.667;188.833;0;0.319;0;0.077;0.253;232.429;0;0;0;-0.451;62.143;-0.319;0;0;-0.143;0.165;0;-180.167;-101.25;-148.286;209;-0.165
170596;-93.111;145;0;0.407;0;0.077;0.319;288.5;0;0;0;-0.341;-55.143;-0.143;0;0;-0.033;-0.121;0;-52.417;-9.364;-125.167;71.5;-0.077
167196;114.625;275;0;0.407;0;0.077;0.407;428.25;0;0;0;-0.099;78.5;0.077;0;0;0.121;0.209;0;-84.143;104.167;-68.625;49.545;-0.033
173306;81.8;180.5;0;0.341;0;0.121;0.451;303.5;0;0;0;-0.033;120;0.055;0;0;-0.143;0.231;0;-141.6;-129.9;-31.8;256.333;-0.253
173307;-56.833;250.875;0;0.385;0;0.165;0.473;388.923;0;0;0;-0.143;63.364;-0.055;0;0;-0.011;0.077;0;-120.5;-5.7;-169.9;220.182;-0.099
180102;-0.5;121.714;0;0.451;0;0.231;0.341;136.375;0;0;0;0.121;100.25;-0.011;0;0;0.209;0.209;0;4.923;63;125;215.5;0.033
173310;103.2;165.25;0;0.297;0;0.275;0.385;323.125;0;0;0;-0.209;28;0.055;0;0;0.033;0.011;0;-9.385;10.25;-183.333;338;-0.011
173995;75;214.333;0;0.429;0;0.121;0.363;398.571;0;0;0;0.143;231.429;0.033;0;0;-0.033;0.319;0;-154.125;-52.667;74.429;123.417;-0.165
171952;-73.667;232.571;0;0.341;0;0.033;0.363;351.667;0;0;0;-0.363;74.636;-0.121;0;0;-0.033;0.077;0;-40.571;-42.385;-151.333;20.714;-0.011
171953;122.571;190.5;0;0.341;0;0.077;0.429;356.5;0;0;0;-0.033;-18.083;0.187;0;0;-0.297;-0.033;0;-261.111;-351.333;-1;39.4;-0.077
171943;47.583;127;0;0.429;0;0.055;0.538;339.75;0;0;0;0.099;83;0.055;0;0;0.099;0.143;0;-93.375;84.4;119;46.889;-0.165
174674;26.222;174.375;0;0.319;0;0.121;0.319;296.9;0;0;0;-0.055;225;0.011;0;0;0.055;0.253;0;-163.4;31.154;-34.429;245.333;-0.099
174673;-4.571;215.75;0;0.473;0;0.033;0.516;307.857;0;0;0;-0.055;295;-0.011;0;0;0.099;0.341;0;-248;25.571;-25.833;141.917;-0.231
168549;-134;216.333;0;0.341;0;-0.011;0.429;365;0;0;0;-0.165;92.286;-0.077;0;0;-0.099;0.077;0;-185.667;-85.375;-112;-11.375;-0.033
168548;-107;154;0;0.495;0;0.033;0.385;346.333;0;0;0;0.055;185.8;-0.099;0;0;0.011;0.297;0;68.75;31.4;15;41.429;0.055
168550;-79.333;226.5;0;0.473;0;0.209;0.451;320;0;0;0;-0.033;129.444;-0.099;0;0;0.187;0.165;0;24.714;175.25;-12.7;229.2;0.011
184175;73.364;58.5;0;0.209;0;0.319;0.253;109.222;0;0;0;0.231;67.444;0.209;0;0;0.143;0.209;0;16.4;45.857;115.154;186;0.121
184176;81;38.4;0;0.165;0;0.297;0.143;89.714;0;0;0;0.099;78.833;0.209;0;0;0.231;0.209;0;21.286;60.375;55.125;116.125;0.187
184177;-5;50.25;0;0.165;0;0.121;0.143;72.667;0;0;0;-0.055;11.6;-0.011;0;0;0.231;0.033;0;30.857;88.1;-27.125;81.5;0.253
172623;-88.455;169;0;0.473;0;0.165;0.473;262.143;0;0;0;-0.033;111.917;-0.033;0;0;0.143;0.253;0;-135.8;35.75;-14.25;208.5;-0.121
175345;-77.5;272.5;0;0.418;0;0.011;0.495;376.667;0;0;0;-0.055;-81.182;-0.055;0;0;-0.011;-0.143;0;-27.8;-5.333;-52.2;20;-0.077
175347;-81.778;150.857;0;0.275;0;-0.011;0.385;191.923;0;0;0;-0.055;-26.667;-0.066;0;0;-0.099;-0.077;0;-38.5;-72.6;-127.222;-28.25;-0.121
175346;-17.444;210.875;0;0.451;0;0.011;0.516;306.727;0;0;0;-0.033;22.364;-0.011;0;0;-0.099;0.033;0;-48.091;-62.769;-31;4.667;-0.121
175348;-15.5;257.75;0;0.451;0;-0.055;0.516;422.5;0;0;0;0.055;66;-0.011;0;0;-0.187;0.099;0;-69;-156;37.333;-33.143;-0.143
174666;44;233.667;0;0.451;0;0.077;0.473;388.875;0;0;0;0.033;-65.571;0.033;0;0;-0.033;-0.033;0;-65;-85;29;42.636;-0.099
174669;-41.182;268.615;0;0.407;0;0.033;0.385;416;0;0;0;-0.055;21.333;-0.011;0;0;-0.055;0.011;0;-141.571;-73.75;-33.5;66;-0.077
167192;0.333;110;0;0.275;0;-0.143;0.275;260;0;0;0;-0.099;19.333;0.011;0;0;0.055;0.121;0;-210.4;14.333;-79.5;-108.6;-0.055
178746;-87.25;128.875;0;0.297;0;0.187;0.253;174.75;0;0;0;-0.209;17.333;-0.165;0;0;0.077;0.077;0;-8;39.7;-104.167;111.3;-0.033
169239;-189;80.5;0;0.209;0;-0.033;0.319;194.818;0;0;0;-0.363;-28.6;-0.209;0;0;-0.121;-0.121;0;-312.429;-56.8;-193.364;-99.4;-0.143
169240;-164.875;102.273;0;0.231;0;-0.099;0.275;176;0;0;0;-0.121;-8.125;-0.187;0;0;-0.121;-0.011;0;-163.4;-95.5;-94.417;-130.4;-0.143
179419;113.25;67.583;0;0.407;0;0.209;0.231;62.3;0;0;0;0.165;-16.857;0.143;0;0;0.231;-0.055;0;66.6;108.429;98.333;92.167;0.297
180780;99;-15.5;0;-0.033;0;0.165;-0.121;-104.636;0;0;0;0.231;79.5;0.165;0;0;0.319;0.143;0;39.167;102.909;115;194.857;0.231
180778;31.889;41.857;0;0.121;0;0.121;0.055;23;0;0;0;0.055;7.143;0.099;0;0;0.297;0.033;0;57.667;115.083;19;110.333;0.297
180779;65.143;39.417;0;0.253;0;0.253;0.253;118;0;0;0;0.055;68.5;0.077;0;0;0.275;0.165;0;52.917;116.5;56.429;189.5;0.319
167875;111.2;445.333;0;0.363;0;0.077;0.538;611.667;0;0;0;-0.099;237.6;0.077;0;0;0.319;0.231;0;-74.556;217.5;-44.2;101.667;-0.055
165841;-27.4;273.5;0;0.385;0;-0.121;0.451;433;0;0;0;-0.033;73.333;-0.033;0;0;0.055;0.121;0;-247;32.5;-8.636;-161.333;-0.099
165840;29.5;248.333;0;0.341;0;-0.143;0.407;457.375;0;0;0;-0.099;56.429;0.033;0;0;0.077;0.099;0;30.5;130.2;-37.333;-127.625;0.033
165839;76.333;271.25;0;0.385;0;-0.143;0.363;325.5;0;0;0;0.033;34.5;0.033;0;0;0.275;0.011;0;0.8;165.333;18.091;-196.4;0.011
178062;0.4;119.143;0;0.187;0;0.077;0.209;121.5;0;0;0;-0.099;-7.429;0.011;0;0;0.231;-0.033;0;62.429;164.5;-99;142.111;0.165
